OBJECTID,IS_DRILL,STREET,REASON,TYPE,SOURCE,RoadClosureDate,RoadClosureEnd,INCIDENT_DATE,YEAR,RoadClosureHours,CommuteHours,TideDate,MinsUntilTide,FloodRisk,NearestHighLowTide,MaxTide,TideType,Closest6MinTideHeight,MoonPhase,MoonPhaseDesc,DailyPrecipitation_Downtown,DailyPrecipitationCat_Downtown,Fastest2minWindDir_Dwntwn,Fastest2minWindSpeed_Dwntwn,Fastest2minWindDirDesc_Dwntwn,FloodReason_6MIN,FloodReason_Day,EventName,Shape__Length
92,,HICKORY KNOLL,FLOOD,CLOSED,Charleston PD,2015/10/03 00:00:00+00,,2015/10/03,2015,,Non-Commute,2015/10/03 00:36:00+00,36,None,6.881,8.141,High,6.75,0.67,Other Moon,9.25,">3""",100,32,E,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),438.171802353491
93,,SC30,FLOOD,CLOSED,Charleston PD,2015/10/03 00:00:00+00,,2015/10/03,2015,,Non-Commute,2015/10/03 00:36:00+00,36,None,6.881,8.141,High,6.75,0.67,Other Moon,9.25,">3""",100,32,E,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),4309.55418421421
94,,MURRAY BLVD,FLOOD,CLOSED,Charleston PD,2015/10/03 00:00:00+00,,2015/10/03,2015,,Non-Commute,2015/10/03 00:36:00+00,36,None,6.881,8.141,High,6.75,0.67,Other Moon,9.25,">3""",100,32,E,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),1430.37208799574
95,,SAINT ANDREWS BLVD,FLOOD,CLOSED,Charleston PD,2015/10/03 00:00:00+00,,2015/10/03,2015,,Non-Commute,2015/10/03 00:36:00+00,36,None,6.881,8.141,High,6.75,0.67,Other Moon,9.25,">3""",100,32,E,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),2277.40202612383
96,,MORRIS ST,FLOOD,CLOSED,Charleston PD,2015/10/03 00:00:00+00,,2015/10/03,2015,,Non-Commute,2015/10/03 00:36:00+00,36,None,6.881,8.141,High,6.75,0.67,Other Moon,9.25,">3""",100,32,E,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),302.818646393255
97,,NOTTINGHAM DR,FLOOD,CLOSED,Charleston PD,2015/10/03 00:00:00+00,,2015/10/03,2015,,Non-Commute,2015/10/03 00:36:00+00,36,None,6.881,8.141,High,6.75,0.67,Other Moon,9.25,">3""",100,32,E,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),149.511939259004
98,,GRECH ST,FLOOD,CLOSED,Charleston PD,2015/10/03 00:00:00+00,,2015/10/03,2015,,Non-Commute,2015/10/03 00:36:00+00,36,None,6.881,8.141,High,6.75,0.67,Other Moon,9.25,">3""",100,32,E,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),478.792187576314
99,,OATLY CIR,FLOOD,CLOSED,Charleston PD,2015/10/03 00:00:00+00,,2015/10/03,2015,,Non-Commute,2015/10/03 00:36:00+00,36,None,6.881,8.141,High,6.75,0.67,Other Moon,9.25,">3""",100,32,E,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),124.56981329239
100,,SAVANNAH HWY,FLOOD,CLOSED,Charleston PD,2015/10/03 00:00:00+00,,2015/10/03,2015,,Non-Commute,2015/10/03 00:36:00+00,36,None,6.881,8.141,High,6.75,0.67,Other Moon,9.25,">3""",100,32,E,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),4957.59217254631
101,,KEATS RD,FLOOD,CLOSED,Charleston PD,2015/10/03 00:00:00+00,,2015/10/03,2015,,Non-Commute,2015/10/03 00:36:00+00,36,None,6.881,8.141,High,6.75,0.67,Other Moon,9.25,">3""",100,32,E,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),65.8673312411752
102,,VANDERHORST ST,FLOOD,CLOSED,Charleston PD,2015/10/03 00:00:00+00,,2015/10/03,2015,,Non-Commute,2015/10/03 00:36:00+00,36,None,6.881,8.141,High,6.75,0.67,Other Moon,9.25,">3""",100,32,E,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),547.798556561633
103,,BEAUFAIN ST,FLOOD,CLOSED,Charleston PD,2015/10/03 00:00:00+00,,2015/10/03,2015,,Non-Commute,2015/10/03 00:36:00+00,36,None,6.881,8.141,High,6.75,0.67,Other Moon,9.25,">3""",100,32,E,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),344.364133774744
104,,WINBORN DR,FLOOD,CLOSED,Charleston PD,2015/10/03 00:00:00+00,,2015/10/03,2015,,Non-Commute,2015/10/03 00:36:00+00,36,None,6.881,8.141,High,6.75,0.67,Other Moon,9.25,">3""",100,32,E,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),129.505543174599
105,,BRIGADE ST,FLOOD,CLOSED,Charleston PD,2015/10/03 00:00:00+00,,2015/10/03,2015,,Non-Commute,2015/10/03 00:36:00+00,36,None,6.881,8.141,High,6.75,0.67,Other Moon,9.25,">3""",100,32,E,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),458.707278807338
106,,TWO LOCH PL,FLOOD,CLOSED,Charleston PD,2015/10/03 00:00:00+00,,2015/10/03,2015,,Non-Commute,2015/10/03 00:36:00+00,36,None,6.881,8.141,High,6.75,0.67,Other Moon,9.25,">3""",100,32,E,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),470.013604605915
107,,FLEMING RD,FLOOD,CLOSED,Charleston PD,2015/10/03 00:00:00+00,,2015/10/03,2015,,Non-Commute,2015/10/03 00:36:00+00,36,None,6.881,8.141,High,6.75,0.67,Other Moon,9.25,">3""",100,32,E,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),258.909790959784
108,,RUTLEDGE AVE,FLOOD,CLOSED,Charleston PD,2015/10/03 00:00:00+00,,2015/10/03,2015,,Non-Commute,2015/10/03 00:36:00+00,36,None,6.881,8.141,High,6.75,0.67,Other Moon,9.25,">3""",100,32,E,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),182.988358353794
109,,SHADOWMOSS PKWY,FLOOD,CLOSED,Charleston PD,2015/10/03 00:00:00+00,,2015/10/03,2015,,Non-Commute,2015/10/03 00:36:00+00,36,None,6.881,8.141,High,6.75,0.67,Other Moon,9.25,">3""",100,32,E,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),252.414671091305
110,,MAYBANK HWY,FLOOD,CLOSED,Charleston PD,2015/10/03 00:00:00+00,,2015/10/03,2015,,Non-Commute,2015/10/03 00:36:00+00,36,None,6.881,8.141,High,6.75,0.67,Other Moon,9.25,">3""",100,32,E,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),236.593188203307
111,,HUGER ST,FLOOD,CLOSED,Charleston PD,2015/10/03 00:00:00+00,,2015/10/03,2015,,Non-Commute,2015/10/03 00:36:00+00,36,None,6.881,8.141,High,6.75,0.67,Other Moon,9.25,">3""",100,32,E,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),266.634500947847
112,,FITZROY DR,FLOOD,CLOSED,Charleston PD,2015/10/03 00:00:00+00,,2015/10/03,2015,,Non-Commute,2015/10/03 00:36:00+00,36,None,6.881,8.141,High,6.75,0.67,Other Moon,9.25,">3""",100,32,E,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),342.593268231976
113,,US17 RAMP,FLOOD,CLOSED,Charleston PD,2015/10/03 00:00:00+00,,2015/10/03,2015,,Non-Commute,2015/10/03 00:36:00+00,36,None,6.881,8.141,High,6.75,0.67,Other Moon,9.25,">3""",100,32,E,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),648.316326421715
114,,E BAY ST,FLOOD,CLOSED,Charleston PD,2015/10/03 00:00:00+00,,2015/10/03,2015,,Non-Commute,2015/10/03 00:36:00+00,36,None,6.881,8.141,High,6.75,0.67,Other Moon,9.25,">3""",100,32,E,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),204.729914890606
115,,CALHOUN ST,FLOOD,CLOSED,Charleston PD,2015/10/03 00:00:00+00,,2015/10/03,2015,,Non-Commute,2015/10/03 00:36:00+00,36,None,6.881,8.141,High,6.75,0.67,Other Moon,9.25,">3""",100,32,E,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),326.638927222304
116,,PIEDMONT AVE,FLOOD,CLOSED,Charleston PD,2015/10/03 00:00:00+00,,2015/10/03,2015,,Non-Commute,2015/10/03 00:36:00+00,36,None,6.881,8.141,High,6.75,0.67,Other Moon,9.25,">3""",100,32,E,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),186.422124740094
117,,KILLFISH RD,FLOOD,CLOSED,Charleston PD,2015/10/03 00:00:00+00,,2015/10/03,2015,,Non-Commute,2015/10/03 00:36:00+00,36,None,6.881,8.141,High,6.75,0.67,Other Moon,9.25,">3""",100,32,E,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),345.344430633043
118,,RIVER RD,FLOOD,CLOSED,Charleston PD,2015/10/03 00:00:00+00,,2015/10/03,2015,,Non-Commute,2015/10/03 00:36:00+00,36,None,6.881,8.141,High,6.75,0.67,Other Moon,9.25,">3""",100,32,E,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),120.311493311867
119,,I26 RAMP,FLOOD,CLOSED,Charleston PD,2015/10/03 00:00:00+00,,2015/10/03,2015,,Non-Commute,2015/10/03 00:36:00+00,36,None,6.881,8.141,High,6.75,0.67,Other Moon,9.25,">3""",100,32,E,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),582.338744313481
120,,HARBOR VIEW RD,FLOOD,CLOSED,Charleston PD,2015/10/03 00:00:00+00,,2015/10/03,2015,,Non-Commute,2015/10/03 00:36:00+00,36,None,6.881,8.141,High,6.75,0.67,Other Moon,9.25,">3""",100,32,E,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),89.6481594833966
121,,BEES FERRY RD,FLOOD,CLOSED - PARTIAL,Charleston PD,2015/10/03 00:00:00+00,,2015/10/03,2015,,Non-Commute,2015/10/03 00:36:00+00,36,None,6.881,8.141,High,6.75,0.67,Other Moon,9.25,">3""",100,32,E,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),1179.11522793849
122,,AIKEN ST,FLOOD,CLOSED,Charleston PD,2015/10/03 05:00:00+00,,2015/10/03,2015,,Non-Commute,2015/10/03 07:06:00+00,126,None,1.914,8.141,Low,3.545,0.67,Other Moon,9.25,">3""",100,32,E,Non-High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),473.257306222455
123,,STIR CREEK RD,FLOOD,CLOSED,Charleston PD,2015/10/04 00:00:00+00,,2015/10/04,2015,,Non-Commute,2015/10/04 01:36:00+00,96,Minor,7.331,8.158,High,6.675,0.7,Other Moon,2.49,">2"" and <3""",20,17,NE,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),258.909790959784
124,,GADSDEN ST,FLOOD,CLOSED,Charleston PD,2015/10/04 00:00:00+00,,2015/10/04,2015,,Non-Commute,2015/10/04 01:36:00+00,96,Minor,7.331,8.158,High,6.675,0.7,Other Moon,2.49,">2"" and <3""",20,17,NE,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),354.672565282303
125,,WESLEY DR,FLOOD,CLOSED,Charleston PD,2015/10/04 00:00:00+00,,2015/10/04,2015,,Non-Commute,2015/10/04 01:36:00+00,96,Minor,7.331,8.158,High,6.675,0.7,Other Moon,2.49,">2"" and <3""",20,17,NE,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),193.805373910172
126,,COOL BLOW ST,FLOOD,CLOSED,Charleston PD,2015/10/04 00:00:00+00,,2015/10/04,2015,,Non-Commute,2015/10/04 01:36:00+00,96,Minor,7.331,8.158,High,6.675,0.7,Other Moon,2.49,">2"" and <3""",20,17,NE,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),148.779591286449
127,,S MARKET ST,FLOOD,CLOSED,Charleston PD,2015/10/04 00:00:00+00,,2015/10/04,2015,,Non-Commute,2015/10/04 01:36:00+00,96,Minor,7.331,8.158,High,6.675,0.7,Other Moon,2.49,">2"" and <3""",20,17,NE,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),156.304490711509
128,,BREESE ST,FLOOD,CLOSED,Charleston PD,2015/10/04 00:00:00+00,,2015/10/04,2015,,Non-Commute,2015/10/04 01:36:00+00,96,Minor,7.331,8.158,High,6.675,0.7,Other Moon,2.49,">2"" and <3""",20,17,NE,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),131.297617814355
129,,RIVER RD,FLOOD,CLOSED,Charleston PD,2015/10/04 00:00:00+00,,2015/10/04,2015,,Non-Commute,2015/10/04 01:36:00+00,96,Minor,7.331,8.158,High,6.675,0.7,Other Moon,2.49,">2"" and <3""",20,17,NE,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),4304.99452852485
130,,MURRAY WOOD RD,FLOOD,CLOSED,Charleston PD,2015/10/04 00:00:00+00,,2015/10/04,2015,,Non-Commute,2015/10/04 01:36:00+00,96,Minor,7.331,8.158,High,6.675,0.7,Other Moon,2.49,">2"" and <3""",20,17,NE,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),572.498472626564
131,,LOCKWOOD DR,FLOOD,CLOSED,Charleston PD,2015/10/04 00:00:00+00,,2015/10/04,2015,,Non-Commute,2015/10/04 01:36:00+00,96,Minor,7.331,8.158,High,6.675,0.7,Other Moon,2.49,">2"" and <3""",20,17,NE,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),519.521994744558
132,,PRESIDENT ST,FLOOD,CLOSED,Charleston PD,2015/10/04 00:00:00+00,,2015/10/04,2015,,Non-Commute,2015/10/04 01:36:00+00,96,Minor,7.331,8.158,High,6.675,0.7,Other Moon,2.49,">2"" and <3""",20,17,NE,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),489.704269683057
133,,JEROME CT,FLOOD,CLOSED,Charleston PD,2015/10/04 00:00:00+00,,2015/10/04,2015,,Non-Commute,2015/10/04 01:36:00+00,96,Minor,7.331,8.158,High,6.675,0.7,Other Moon,2.49,">2"" and <3""",20,17,NE,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),67.045174021847
134,,FOXHALL RD,FLOOD,CLOSED - PARTIAL,Charleston PD,2015/10/04 00:00:00+00,,2015/10/04,2015,,Non-Commute,2015/10/04 01:36:00+00,96,Minor,7.331,8.158,High,6.675,0.7,Other Moon,2.49,">2"" and <3""",20,17,NE,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),515.851640529652
135,,PROXIMITY DR,FLOOD,CLOSED,Charleston PD,2015/10/04 00:00:00+00,,2015/10/04,2015,,Non-Commute,2015/10/04 01:36:00+00,96,Minor,7.331,8.158,High,6.675,0.7,Other Moon,2.49,">2"" and <3""",20,17,NE,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),767.358307677879
136,,ROSLYN DR,FLOOD,CLOSED,Charleston PD,2015/10/04 00:00:00+00,,2015/10/04,2015,,Non-Commute,2015/10/04 01:36:00+00,96,Minor,7.331,8.158,High,6.675,0.7,Other Moon,2.49,">2"" and <3""",20,17,NE,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),138.228334717649
137,,STILL SHADOW DR,FLOOD,CLOSED,Charleston PD,2015/10/04 00:00:00+00,,2015/10/04,2015,,Non-Commute,2015/10/04 01:36:00+00,96,Minor,7.331,8.158,High,6.675,0.7,Other Moon,2.49,">2"" and <3""",20,17,NE,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),1020.30805494056
138,,SEPTIMA P CLARK PKWY,FLOOD,CLOSED,Charleston PD,2015/10/04 00:00:00+00,2015/10/04 19:30:00+00,2015/10/04,2015,19,Non-Commute,2015/10/04 01:36:00+00,96,Minor,7.331,8.158,High,6.675,0.7,Other Moon,2.49,">2"" and <3""",20,17,NE,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),1231.81675023697
139,,WOLK DR,FLOOD,CLOSED,Charleston PD,2015/10/04 00:00:00+00,,2015/10/04,2015,,Non-Commute,2015/10/04 01:36:00+00,96,Minor,7.331,8.158,High,6.675,0.7,Other Moon,2.49,">2"" and <3""",20,17,NE,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),341.687420593239
140,,VENDUE RANGE,FLOOD,CLOSED,Charleston PD,2015/10/04 00:00:00+00,,2015/10/04,2015,,Non-Commute,2015/10/04 01:36:00+00,96,Minor,7.331,8.158,High,6.675,0.7,Other Moon,2.49,">2"" and <3""",20,17,NE,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),93.8523919628417
141,,MONTAGU ST,FLOOD,CLOSED,Charleston PD,2015/10/04 00:00:00+00,,2015/10/04,2015,,Non-Commute,2015/10/04 01:36:00+00,96,Minor,7.331,8.158,High,6.675,0.7,Other Moon,2.49,">2"" and <3""",20,17,NE,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),224.295979976527
142,,PARR DR,FLOOD,CLOSED,Charleston PD,2015/10/04 00:00:00+00,,2015/10/04,2015,,Non-Commute,2015/10/04 01:36:00+00,96,Minor,7.331,8.158,High,6.675,0.7,Other Moon,2.49,">2"" and <3""",20,17,NE,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),81.6770447265477
143,,SMITH ST,FLOOD,CLOSED,Charleston PD,2015/10/04 00:00:00+00,,2015/10/04,2015,,Non-Commute,2015/10/04 01:36:00+00,96,Minor,7.331,8.158,High,6.675,0.7,Other Moon,2.49,">2"" and <3""",20,17,NE,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),154.569068734858
144,,DONCASTER DR,FLOOD,CLOSED,Charleston PD,2015/10/04 00:00:00+00,,2015/10/04,2015,,Non-Commute,2015/10/04 01:36:00+00,96,Minor,7.331,8.158,High,6.675,0.7,Other Moon,2.49,">2"" and <3""",20,17,NE,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),1429.16010338146
145,,LOCKWOOD DR,FLOOD,CLOSED,Charleston PD,2015/10/04 00:00:00+00,,2015/10/04,2015,,Non-Commute,2015/10/04 01:36:00+00,96,Minor,7.331,8.158,High,6.675,0.7,Other Moon,2.49,">2"" and <3""",20,17,NE,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),371.863376381517
146,,SOLOMAN CT,FLOOD,CLOSED,Charleston PD,2015/10/04 00:00:00+00,,2015/10/04,2015,,Non-Commute,2015/10/04 01:36:00+00,96,Minor,7.331,8.158,High,6.675,0.7,Other Moon,2.49,">2"" and <3""",20,17,NE,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),93.1850527946762
147,,BOHICKET RD,FLOOD,CLOSED,Charleston PD,2015/10/04 00:00:00+00,,2015/10/04,2015,,Non-Commute,2015/10/04 01:36:00+00,96,Minor,7.331,8.158,High,6.675,0.7,Other Moon,2.49,">2"" and <3""",20,17,NE,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),9001.29319352351
148,,HEATHER GLEN DR,FLOOD,CLOSED,Charleston PD,2015/10/04 00:00:00+00,,2015/10/04,2015,,Non-Commute,2015/10/04 01:36:00+00,96,Minor,7.331,8.158,High,6.675,0.7,Other Moon,2.49,">2"" and <3""",20,17,NE,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),153.017958947127
149,,SEPTIMA P CLARK PKWY,FLOOD,CLOSED,Charleston PD,2015/10/04 00:00:00+00,2015/10/04 19:30:00+00,2015/10/04,2015,19,Non-Commute,2015/10/04 01:36:00+00,96,Minor,7.331,8.158,High,6.675,0.7,Other Moon,2.49,">2"" and <3""",20,17,NE,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),1231.81675023697
150,,N ROMNEY ST,FLOOD,CLOSED,Charleston PD,2015/10/04 00:00:00+00,,2015/10/04,2015,,Non-Commute,2015/10/04 01:36:00+00,96,Minor,7.331,8.158,High,6.675,0.7,Other Moon,2.49,">2"" and <3""",20,17,NE,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),672.423192429077
151,,TRADD ST,FLOOD,CLOSED,Charleston PD,2015/10/04 00:00:00+00,,2015/10/04,2015,,Non-Commute,2015/10/04 01:36:00+00,96,Minor,7.331,8.158,High,6.675,0.7,Other Moon,2.49,">2"" and <3""",20,17,NE,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),651.249978197671
152,,WENTWORTH ST,FLOOD,CLOSED,Charleston PD,2015/10/04 00:00:00+00,,2015/10/04,2015,,Non-Commute,2015/10/04 01:36:00+00,96,Minor,7.331,8.158,High,6.675,0.7,Other Moon,2.49,">2"" and <3""",20,17,NE,High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),278.335485584932
153,,MORRISON DR,FLOOD,CLOSED,Charleston PD,2015/10/04 05:00:00+00,2015/10/04 00:00:00+00,2015/10/04,2015,-5,Non-Commute,2015/10/04 07:54:00+00,174,None,2.849,8.158,Low,5.021,0.7,Other Moon,2.49,">2"" and <3""",20,17,NE,Non-High Tide / Rain,High Tide / Rain,Joaquin (Historic Flooding),1016.9634310167
154,,SOUTH ST,FLOOD,CLOSED,Charleston PD,2015/10/05 00:00:00+00,,2015/10/05,2015,,Non-Commute,2015/10/05 03:00:00+00,180,Minor,7.354,7.895,High,5.658,0.74,Other Moon,0.14,"<1""",10,21.9,N,Low Tide / No Rain,High Tide / No Rain,Joaquin (Historic Flooding),175.417631620826
155,,BEAUFAIN ST,FLOOD,CLOSED,Charleston PD,2015/10/05 00:00:00+00,,2015/10/05,2015,,Non-Commute,2015/10/05 03:00:00+00,180,Minor,7.354,7.895,High,5.658,0.74,Other Moon,0.14,"<1""",10,21.9,N,Low Tide / No Rain,High Tide / No Rain,Joaquin (Historic Flooding),172.35775605181
156,,COOL BLOW ST,FLOOD,CLOSED,Charleston PD,2015/10/05 00:00:00+00,,2015/10/05,2015,,Non-Commute,2015/10/05 03:00:00+00,180,Minor,7.354,7.895,High,5.658,0.74,Other Moon,0.14,"<1""",10,21.9,N,Low Tide / No Rain,High Tide / No Rain,Joaquin (Historic Flooding),113.123316513227
157,,MAIN RD,FLOOD,CLOSED,Charleston PD,2015/10/05 00:00:00+00,,2015/10/05,2015,,Non-Commute,2015/10/05 03:00:00+00,180,Minor,7.354,7.895,High,5.658,0.74,Other Moon,0.14,"<1""",10,21.9,N,Low Tide / No Rain,High Tide / No Rain,Joaquin (Historic Flooding),3208.47830716955
158,,JAWOL DR,FLOOD,CLOSED,Charleston PD,2015/10/05 00:00:00+00,,2015/10/05,2015,,Non-Commute,2015/10/05 03:00:00+00,180,Minor,7.354,7.895,High,5.658,0.74,Other Moon,0.14,"<1""",10,21.9,N,Low Tide / No Rain,High Tide / No Rain,Joaquin (Historic Flooding),265.656297096884
159,,RIPPLEMOOR LN,FLOOD,CLOSED,Charleston PD,2015/10/05 00:00:00+00,,2015/10/05,2015,,Non-Commute,2015/10/05 03:00:00+00,180,Minor,7.354,7.895,High,5.658,0.74,Other Moon,0.14,"<1""",10,21.9,N,Low Tide / No Rain,High Tide / No Rain,Joaquin (Historic Flooding),468.432991372527
160,,WENTWORTH ST,FLOOD,CLOSED,Charleston PD,2015/10/05 00:00:00+00,,2015/10/05,2015,,Non-Commute,2015/10/05 03:00:00+00,180,Minor,7.354,7.895,High,5.658,0.74,Other Moon,0.14,"<1""",10,21.9,N,Low Tide / No Rain,High Tide / No Rain,Joaquin (Historic Flooding),171.863355579627
161,,STUTZ CT,FLOOD,CLOSED,Charleston PD,2015/10/05 00:00:00+00,,2015/10/05,2015,,Non-Commute,2015/10/05 03:00:00+00,180,Minor,7.354,7.895,High,5.658,0.74,Other Moon,0.14,"<1""",10,21.9,N,Low Tide / No Rain,High Tide / No Rain,Joaquin (Historic Flooding),96.8961751625884
162,,WINDERMERE BLVD,FLOOD,CLOSED,Charleston PD,2015/10/05 00:00:00+00,,2015/10/05,2015,,Non-Commute,2015/10/05 03:00:00+00,180,Minor,7.354,7.895,High,5.658,0.74,Other Moon,0.14,"<1""",10,21.9,N,Low Tide / No Rain,High Tide / No Rain,Joaquin (Historic Flooding),308.024175409223
163,,THREE PENCE LN,FLOOD,CLOSED,Charleston PD,2015/10/05 00:00:00+00,,2015/10/05,2015,,Non-Commute,2015/10/05 03:00:00+00,180,Minor,7.354,7.895,High,5.658,0.74,Other Moon,0.14,"<1""",10,21.9,N,Low Tide / No Rain,High Tide / No Rain,Joaquin (Historic Flooding),401.64515209911
164,,ASHFORD PLACE DR,FLOOD,CLOSED,Charleston PD,2015/10/05 00:00:00+00,,2015/10/05,2015,,Non-Commute,2015/10/05 03:00:00+00,180,Minor,7.354,7.895,High,5.658,0.74,Other Moon,0.14,"<1""",10,21.9,N,Low Tide / No Rain,High Tide / No Rain,Joaquin (Historic Flooding),206.064920746437
165,,SHADOWMOSS PKWY,FLOOD,CLOSED,Charleston PD,2015/10/05 00:00:00+00,,2015/10/05,2015,,Non-Commute,2015/10/05 03:00:00+00,180,Minor,7.354,7.895,High,5.658,0.74,Other Moon,0.14,"<1""",10,21.9,N,Low Tide / No Rain,High Tide / No Rain,Joaquin (Historic Flooding),313.534962636096
166,,WICKLOWE DR,FLOOD,CLOSED,Charleston PD,2015/10/05 00:00:00+00,,2015/10/05,2015,,Non-Commute,2015/10/05 03:00:00+00,180,Minor,7.354,7.895,High,5.658,0.74,Other Moon,0.14,"<1""",10,21.9,N,Low Tide / No Rain,High Tide / No Rain,Joaquin (Historic Flooding),65.330444559342
167,,RUTLEDGE AVE,FLOOD,CLOSED,Charleston PD,2015/10/05 00:00:00+00,,2015/10/05,2015,,Non-Commute,2015/10/05 03:00:00+00,180,Minor,7.354,7.895,High,5.658,0.74,Other Moon,0.14,"<1""",10,21.9,N,Low Tide / No Rain,High Tide / No Rain,Joaquin (Historic Flooding),599.289977895446
168,,WINDERMERE BLVD,FLOOD,CLOSED,Charleston PD,2015/10/05 00:00:00+00,,2015/10/05,2015,,Non-Commute,2015/10/05 03:00:00+00,180,Minor,7.354,7.895,High,5.658,0.74,Other Moon,0.14,"<1""",10,21.9,N,Low Tide / No Rain,High Tide / No Rain,Joaquin (Historic Flooding),308.024175409223
169,,BROAD ST,FLOOD,CLOSED,Charleston PD,2015/10/05 00:00:00+00,,2015/10/05,2015,,Non-Commute,2015/10/05 03:00:00+00,180,Minor,7.354,7.895,High,5.658,0.74,Other Moon,0.14,"<1""",10,21.9,N,Low Tide / No Rain,High Tide / No Rain,Joaquin (Historic Flooding),182.07879884891
170,,MARINERS FERRY,FLOOD,CLOSED,Charleston PD,2015/10/05 00:00:00+00,,2015/10/05,2015,,Non-Commute,2015/10/05 03:00:00+00,180,Minor,7.354,7.895,High,5.658,0.74,Other Moon,0.14,"<1""",10,21.9,N,Low Tide / No Rain,High Tide / No Rain,Joaquin (Historic Flooding),79.7608536233787
171,,AMERICA ST,FLOOD,CLOSED,Charleston PD,2015/10/05 00:00:00+00,,2015/10/05,2015,,Non-Commute,2015/10/05 03:00:00+00,180,Minor,7.354,7.895,High,5.658,0.74,Other Moon,0.14,"<1""",10,21.9,N,Low Tide / No Rain,High Tide / No Rain,Joaquin (Historic Flooding),83.478425461019
172,,CENTRAL PARK RD,FLOOD,CLOSED,Charleston PD,2015/10/05 00:00:00+00,,2015/10/05,2015,,Non-Commute,2015/10/05 03:00:00+00,180,Minor,7.354,7.895,High,5.658,0.74,Other Moon,0.14,"<1""",10,21.9,N,Low Tide / No Rain,High Tide / No Rain,Joaquin (Historic Flooding),496.42636530739
